1,175,241,110,143,151,114,137,92,57,135,75,210
2,157,204,229,128,145,226,154,85,67,130,69,182
3,139,181,203,119,139,156,148,81,72,121,69,165
4,128,164,325,114,141,289,132,77,67,116,65,154
5,120,169,319,110,137,303,128,74,64,108,66,146
6,116,187,280,116,134,219,121,73,150,103,66,138
7,109,170,257,123,132,159,115,72,134,101,67,140
8,102,159,216,113,183,144,110,70,185,97,74,133
9,179,150,191,124,173,130,106,69,158,95,78,125
10,265,140,178,211,154,119,127,67,176,91,86,118
11,188,141,165,197,136,110,268,65,368,88,97,111
12,164,152,156,203,126,100,220,70,186,87,112,110
13,198,142,149,390,121,101,109,72,178,85,164,109
14,184,135,149,289,115,115,101,71,158,82,208,108
15,158,126,150,228,110,105,96,67,151,78,302,103
16,142,119,143,195,106,101,92,65,183,80,244,101
17,129,114,134,177,102,96,90,63,286,78,186,100
18,121,109,121,230,98,100,95,60,264,78,161,100
19,113,106,130,228,100,152,88,66,244,76,148,94
20,109,103,127,201,99,528,86,78,212,75,162,93
21,104,102,124,199,97,586,80,75,178,73,148,90
22,101,100,120,326,94,362,111,72,158,75,137,88
23,98,99,192,346,146,244,248,73,154,77,136,89
24,100,114,168,302,119,202,210,76,149,75,148,92
25,114,112,147,248,105,189,158,71,118,77,142,91
26,126,112,136,214,236,183,126,69,137,75,135,90
27,180,109,130,194,166,178,115,66,270,82,135,90
28,255,106,139,171,130,174,106,62,217,82,172,90
29,248,,134,170,117,154,97,59,174,81,301,103
30,332,,139,159,107,142,90,57,148,78,244,188
31,294,,177,,108,,101,57,,76,,193
