1,228,122,206,158,138,461,209,76,76,105,101,292
2,346,113,258,155,133,379,186,75,65,92,95,404
3,323,108,279,153,128,293,157,72,58,83,91,445
4,258,107,239,145,125,245,144,104,54,78,86,384
5,225,109,239,139,123,215,136,88,52,74,82,297
6,303,121,216,182,121,200,132,79,53,73,79,249
7,440,139,198,174,118,180,143,78,54,83,77,221
8,389,136,187,159,115,165,125,73,55,81,76,200
9,417,125,177,148,112,158,115,69,52,76,86,189
10,567,120,169,141,108,149,110,66,56,72,198,187
11,417,119,164,141,105,140,105,65,104,70,291,173
12,318,116,164,164,103,130,101,63,120,68,238,165
13,271,115,159,173,102,124,100,62,90,66,187,160
14,241,112,157,188,101,119,97,61,96,65,157,152
15,219,109,158,192,113,114,97,60,89,66,139,144
16,200,108,160,180,197,110,94,59,72,70,126,138
17,186,108,166,167,250,106,89,58,64,72,117,134
18,176,142,168,157,321,103,87,56,60,74,119,130
19,167,234,174,174,282,102,98,55,61,108,112,127
20,159,359,178,211,216,107,91,54,105,143,115,122
21,153,422,183,192,187,123,85,53,110,146,120,133
22,146,320,188,175,205,391,83,53,87,123,125,161
23,140,255,196,164,267,420,80,52,76,106,310,200
24,134,238,203,156,219,272,85,52,69,97,332,231
25,129,257,209,154,186,200,128,51,65,91,260,317
26,124,254,198,151,165,187,118,50,83,119,213,300
27,122,238,190,149,150,252,94,50,134,153,209,252
28,119,228,192,161,140,230,87,49,109,140,194,206
29,119,,183,154,136,210,82,51,108,124,212,190
30,117,,170,144,133,205,78,52,129,114,269,174
31,120,,162,,215,,75,68,,107,,163
