1,98,157,153,266,146,92,134,63,57,39,86,97
2,100,150,179,256,149,229,137,62,52,39,81,231
3,96,159,187,271,152,264,136,61,49,45,88,193
4,92,170,200,315,139,198,138,60,47,56,93,161
5,88,186,223,296,137,213,150,64,46,54,93,142
6,85,177,290,265,133,166,130,78,48,48,138,127
7,83,165,322,239,127,138,127,87,51,44,252,116
8,83,169,313,219,122,124,127,80,48,43,205,109
9,81,184,257,204,119,114,133,70,46,42,165,166
10,76,171,273,192,115,106,119,65,45,41,151,228
11,74,168,247,183,114,101,145,61,45,41,146,186
12,73,172,235,176,112,96,196,70,45,45,137,185
13,72,160,213,169,110,92,156,71,49,129,124,156
14,78,150,195,166,108,90,129,62,52,129,114,136
15,78,143,185,159,106,87,114,69,51,89,107,130
16,92,136,190,153,104,84,106,68,50,75,101,126
17,98,132,189,148,102,82,100,60,48,68,96,120
18,91,134,178,146,100,82,95,57,53,64,91,119
19,94,130,170,143,101,82,91,54,54,75,88,113
20,111,125,163,140,103,79,87,52,53,87,86,111
21,122,121,154,139,110,80,83,51,48,95,82,106
22,137,119,151,163,101,99,80,51,46,111,78,119
23,315,116,150,170,96,115,77,52,45,193,75,298
24,298,114,159,154,91,117,75,52,44,272,73,393
25,278,118,167,145,91,105,73,51,43,192,72,340
26,260,115,160,138,89,106,71,49,42,151,71,307
27,226,116,159,134,87,108,70,48,42,129,70,310
28,242,124,167,131,109,131,69,47,42,114,71,297
29,215,,206,131,114,139,67,47,41,103,80,246
30,190,,273,129,98,130,65,81,40,95,81,219
31,170,,306,,92,,64,68,,93,,209
