1,169,137,103,150,108,83,70,50,33,60,193,91
2,166,132,109,159,108,83,64,47,33,50,164,87
3,162,128,120,149,108,82,58,44,34,46,278,83
4,159,141,137,141,108,81,62,45,36,42,227,80
5,156,195,138,134,105,80,58,44,35,41,177,77
6,174,195,131,127,100,80,73,42,34,44,152,75
7,193,151,127,122,96,75,62,41,34,56,137,75
8,244,148,125,116,95,73,58,40,34,60,126,74
9,201,141,120,111,92,78,55,39,34,91,116,71
10,198,136,116,107,89,73,54,38,37,97,109,68
11,156,127,120,114,89,72,51,37,46,87,103,68
12,144,122,125,134,89,78,53,35,54,73,95,69
13,141,115,143,189,85,71,51,33,50,63,91,101
14,135,113,150,161,86,65,52,33,70,57,87,114
15,147,104,142,145,84,62,67,33,60,52,84,100
16,143,102,131,138,82,61,56,32,47,50,82,94
17,140,102,136,132,81,65,54,32,42,50,79,89
18,137,100,126,130,79,60,51,32,40,48,96,84
19,134,100,117,127,75,63,49,32,37,46,100,79
20,128,98,115,122,73,71,46,33,37,44,90,78
21,126,98,123,120,72,64,45,36,36,51,84,78
22,193,98,115,126,103,62,44,35,34,75,80,91
23,181,97,108,122,186,61,46,33,34,413,78,113
24,168,95,104,116,163,62,45,32,33,347,76,112
25,157,95,103,113,121,70,44,32,32,224,74,103
26,156,95,106,112,104,68,43,33,36,169,73,99
27,149,100,111,108,101,65,42,34,37,144,72,97
28,142,102,117,108,98,69,41,35,35,139,74,100
29,138,,127,108,95,62,44,33,38,128,79,118
30,141,,137,108,92,68,48,33,54,135,87,183
31,144,,145,,85,,50,33,,212,,203
