1,151,82,128,334,184,123,94,79,102,168,69,207
2,144,84,121,292,176,119,138,78,95,169,68,199
3,155,84,118,258,171,117,700,76,92,144,68,177
4,150,83,121,240,171,115,334,76,86,129,67,188
5,136,82,141,227,174,112,208,302,82,119,66,194
6,129,81,140,223,224,110,162,226,87,127,65,217
7,125,77,129,224,246,110,152,157,88,120,64,354
8,121,75,122,227,221,142,136,274,84,111,64,319
9,122,73,120,227,225,312,122,187,80,110,63,251
10,118,78,119,232,222,270,140,144,78,106,63,211
11,113,117,112,238,276,238,160,123,78,100,62,187
12,109,81,122,238,278,190,182,113,76,96,62,170
13,106,126,156,228,238,166,184,109,75,93,61,159
14,103,153,159,238,209,152,195,104,73,90,61,150
15,101,136,190,250,198,135,184,108,75,88,60,143
16,99,119,211,236,188,142,142,129,81,85,66,137
17,96,112,256,224,178,201,135,138,75,83,122,142
18,91,106,311,219,170,170,118,128,74,81,114,142
19,91,103,356,204,175,142,128,124,148,79,102,130
20,94,102,396,198,226,132,122,147,214,78,92,121
21,92,102,328,229,205,122,112,138,150,79,86,118
22,94,123,296,302,180,112,104,122,139,84,84,115
23,93,224,288,251,165,108,122,129,138,81,82,112
24,89,219,302,224,156,104,120,136,126,80,81,110
25,89,195,367,209,152,100,110,127,118,78,83,108
26,88,167,391,251,146,96,96,121,111,76,103,112
27,88,153,439,248,141,123,92,115,104,74,182,119
28,86,141,464,221,138,105,90,105,99,73,275,204
29,85,,480,206,134,95,86,110,96,72,234,347
30,84,,415,194,129,96,82,112,120,71,185,275
31,82,,369,,126,,80,99,,70,,220
