1,137,219,157,173,168,184,76,110,98,333,111,95
2,133,206,154,168,156,162,71,86,80,266,106,97
3,128,191,154,160,148,148,69,76,76,203,134,101
4,126,179,159,140,141,137,66,62,73,172,147,138
5,125,169,152,142,134,127,66,60,72,157,234,143
6,123,160,144,136,135,121,66,58,71,136,206,142
7,119,156,140,128,128,114,66,59,78,127,171,137
8,110,163,144,120,122,107,62,100,85,123,152,132
9,111,165,142,120,118,106,74,86,82,112,147,126
10,107,164,135,131,115,105,64,78,80,101,131,121
11,103,174,138,258,114,136,63,100,102,115,129,112
12,96,163,132,243,117,129,61,90,86,446,126,110
13,98,154,126,229,115,106,78,89,82,392,123,106
14,95,149,120,231,115,99,75,81,76,345,119,103
15,92,146,118,228,145,94,69,76,71,273,116,102
16,91,142,113,219,152,91,61,78,67,248,113,102
17,89,142,111,200,122,86,59,61,64,205,112,136
18,86,141,110,404,110,84,56,126,62,184,110,169
19,86,192,108,282,114,81,66,101,61,170,109,149
20,86,224,107,229,115,79,64,92,61,163,112,132
21,88,192,108,204,190,76,63,80,60,150,110,121
22,90,222,110,188,148,72,66,76,60,140,109,120
23,106,185,144,198,135,72,68,76,101,134,108,123
24,111,178,138,204,123,72,75,72,138,136,106,143
25,139,167,136,194,119,67,85,68,156,181,104,131
26,155,155,132,183,124,69,81,66,152,159,101,128
27,173,149,126,168,128,69,76,65,208,145,100,126
28,186,150,126,212,148,74,72,62,178,134,99,125
29,198,,130,212,336,76,67,78,152,130,99,145
30,199,,155,185,337,76,66,136,237,123,98,171
31,207,,174,,235,,65,110,,114,,162
